name,id,page,pro_url,description,list_price,sale_price,discount,image,time
"Devialet Phantom II Wireless Bluetooth Speaker, Black, 600 Watts",492912974,16,https://www.reliancedigital.in/devialet-phantom-ii-wireless-bluetooth-speaker-black-600-watts/p/492912974,"Big sound, small package.
Your first encounter with Phantom will likely be memorable. Feel the power of black Phantom II 95 dB. Sound this rich and clear from a speaker this compact is simply unrivaled. Phantom II will move you, even at low volume. Touch controls give you total command of Phantom II with a single stroke.
0 distortion
0 saturation
0 background noise

* This Phantom speaker image is for illustration purpose only. Actual image may vary.
THIS CHANGES EVERYTHING – EXCEPT YOUR TAKE ON MUSIC.
Whether you’re used to Bluetooth or Wi-Fi, optical or analog, Phantom II’s open architecture lets you have it your way. AirPlay. UPnP. Spotify Connect. Get straight to the music you love.

* This Phantom speaker image is for illustration purpose only. Actual image may vary.",150000.0,"₹150,000",,https://www.reliancedigital.in/medias/Devialet-RC600-Speaker-492912974-i-1-1200Wx1200H-96Wx96H?context=bWFzdGVyfGltYWdlc3wxNTg2NHxpbWFnZS9qcGVnfGltYWdlcy9oZDgvaGQ1Lzk4NDQ0Njg1NDc2MTQuanBnfDNjMjM0ZmU5YjFjMjRjM2FhYjE5N2JlMmFhYjk1MzEyNWQwMDkyMjZkMzk3NGVhOTdhM2U3OTMzNDZhZWRiMjU,1655214053678
Amazon Echo 4th Gen Speaker with Premium sound powered by Dolby and Alexa Support (Blue),491936053,17,https://www.reliancedigital.in/amazon-echo-4th-gen-speaker-with-premium-sound-powered-by-dolby-and-alexa-support-blue-/p/491936053,"







* This Amazon Echo B085HK322L Speaker image is for illustration purpose only. Actual image may vary.
Shop with Alexa
Alexa makes it easy and convenient for you to shop on Amazon. Build your shopping list with Alexa, get products information and prices, check out latest deals, reorder your past purchases, add items to your cart, check status of your orders, get delivery notifications and more. Alexa is always ready to help you save time and money for your shopping needs.



* This Amazon Echo B085HK322L Speaker image is for illustration purpose only. Actual image may vary.",9999.0,"₹9,999",,https://www.reliancedigital.in/medias/Amazon-B085HK322L-Travel-Speaker-491936053-i-1-1200Wx1200H-96Wx96H?context=bWFzdGVyfGltYWdlc3wyODU5OHxpbWFnZS9qcGVnfGltYWdlcy9oMzIvaDUzLzk4NDkyODgxOTYxMjYuanBnfGMwNjc3NjZiMTg2ODhkNzA5OTg3YTI5OWFhYjA4ZmRhY2M5MzJiMTFkNTYyNTRiZjNjY2ZmZWU3ZmRjOThjZDQ,1656081219410
"Bang & Olufsen Beosound A1 2nd Gen 2.1 Channel Speaker, Anthracite Oxygen",493666770,17,https://www.reliancedigital.in/bang-olufsen-beosound-a1-2nd-gen-2-1-channel-speaker-anthracite-oxygen/p/493666770,"
* This BEOSOUND A1 2ND GEN Speaker image is for illustration purpose only. Actual image may vary.
Perfectly portable
Size-defying sound
Call-ready
SIZE-DEFYING AUDIO
Sound you'll want to share
With enough volume to fill a room, Beosound A1 punches way above its size. It has the largest bass woofer you'll find in this type of compact speaker, delivering punchy low end and great dynamics. And its round shape spreads sound in every direction so everyone can tune in.

* This BEOSOUND A1 2ND GEN Speaker image is for illustration purpose only. Actual image may vary.
CLASS-LEADING BATTERY
Lots of time for play
With up to 18 hours of playtime, chances are you'll tap out before Beosound A1 does. Depending on volume level, this little speaker can keep the garden party or marathon meeting going for hours. Without missing a beat.

* This BEOSOUND A1 2ND GEN Speaker image is for illustration purpose only. Actual image may vary.
CRYSTAL CLARITY
Always on call
Three microphones - positioned at the top for greater clarity - make Beosound A1 the perfect speakerphone for catchups and meetings alike. And with Alexa Voice Assistant, it's now even easier to interact: pick a song, plan your day or check the weather without lifting a finger.

* This BEOSOUND A1 2ND GEN Speaker image is for illustration purpose only. Actual image may vary.
RELIABLE CONNECTION
No fuzzy business
Musical fidelity? It's all down to a seamless, solid connection. Beosound A1 features Bluetooth 5.1 technology, which means a better connection that uses less energy. And with Microsoft Swift Pair and Google Fast Pair, you connect even faster to your devices.

* This BEOSOUND A1 2ND GEN Speaker image is for illustration purpose only. Actual image may vary.
PARTNER IN SOUND
From the pool to the penthouse
Grab it and go. Or hang it on the wall. Beosound A1 has been specifically crafted to move with you and fit in just about anywhere. From cooking in the kitchen to cooking in the sun, the fully dust and waterproof IP67 construction means you don't have to worry about any of life's thrills or spills.

* This BEOSOUND A1 2ND GEN Speaker image is for illustration purpose only. Actual image may vary.
Elegance. On or off.
Brushed, perforated aluminium. High-grade water-repellent leather. And almost a century of craft. Beosound A1 is an enticing speaker design that manages to stand out while fitting in.
DURABLE ALUMINIUM SHELL

* This BEOSOUND A1 2ND GEN Speaker image is for illustration purpose only. Actual image may vary.
VERSATILE LEATHER STRAP

* This BEOSOUND A1 2ND GEN Speaker image is for illustration purpose only. Actual image may vary.
DISCRETE, INTUITIVE CONTROLS

* This BEOSOUND A1 2ND GEN Speaker image is for illustration purpose only. Actual image may vary.
HOME OFFICE
Your personal assistant
Make the most of your day. Beosound A1 is Microsoft Zoom Certified, which means that every aspect of online presence is faster, clearer and more intuitive. Add rich and immersive sound to the mix, and you've got the recipe for seamless and effective work sessions.

* This BEOSOUND A1 2ND GEN Speaker image is for illustration purpose only. Actual image may vary.",22500.0,"₹22,500","18%(₹5,000)",https://www.reliancedigital.in/medias/Bang-Olufsen-A1-2nd-Gen-Multimedia-Speaker-493666770-i-1-1200Wx1200H-96Wx96H?context=bWFzdGVyfGltYWdlc3w1MTkxfGltYWdlL3BuZ3xpbWFnZXMvaGFhL2g0YS85OTY0OTEwMjgwNzM0LnBuZ3xlZjc3YTk0YjA3YTU4ZTA0ODZiOTEwYTEyM2JkMmE5YzQ2MzQ0YWE0NmE5OGMwYTBlYWFiM2MzYjk5ZTI0ZWJi,1677171716773
"Bang & Olufsen Beosound Explore Speaker, Black Anthracite",493666774,17,https://www.reliancedigital.in/bang-olufsen-beosound-explore-speaker-black-anthracite/p/493666774,"
* This BEOSOUND EXPLORE Speaker image is for illustration purpose only. Actual image may vary.

* This BEOSOUND EXPLORE Speaker image is for illustration purpose only. Actual image may vary.

* This BEOSOUND EXPLORE Speaker image is for illustration purpose only. Actual image may vary.

* This BEOSOUND EXPLORE Speaker image is for illustration purpose only. Actual image may vary.
Tough and weatherproof
Crafted for go-time
Plays for days
MADE TO LAST
When it's no walk in the park
Breaking new ground or walking the beaten path? It's all the same to the sturdy Beosound Explore. Inside the scratch-resistant, anodised aluminium shell, a vertical rib structure provides serious protection from bumps. We design and craft the speaker by hand in Denmark, because that's the only way we meet our strict standards.



* This BEOSOUND EXPLORE Speaker video is for illustration purpose only.
TRAVELLING COMPANION
Dunes. Glaciers. And beyond.
Bring your music into the wild. Beosound Explore is designed to perform under extremes, and it's just as intuitive to use as your other trusted gear. Clip it on your backpack or hang from your belt. Or lodge it in a cliff-side alcove. The rubber base keeps the speaker steady on most surfaces. Just grab it. And hit the trail.

* This BEOSOUND EXPLORE Speaker image is for illustration purpose only. Actual image may vary.
HIGH-PERFORMANCE BATTERY
Energy for the road
Beosound Explore takes you there and back again. With up to 27 hours of playtime, this speaker is ideal for those off-the-grid adventures where power is in short supply. And it never compromises on sound quality.



* This BEOSOUND EXPLORE Speaker video is for illustration purpose only.
DUST AND WATERPROOF
Brave the elements
Life on the road is wet. And sunny. And windy. And dirty. But with a fully dust and waterproof IP67 construction, Beosound Explore turns any environment into a playground. Just brush it off or wash it in a stream, then you're good to go again.



* This BEOSOUND EXPLORE Speaker video is for illustration purpose only.
CONNECTIVITY
Always connected
Wherever you go, music follows. The latest in Bluetooth and Fast Pairing means that your favourite tunes are never more than a tap away. The waterproof controls are glove-friendly and easy to use - even when fastened to your backpack.



* This BEOSOUND EXPLORE Speaker video is for illustration purpose only.
A seasoned traveller
Inspired by the sturdy simplicity of traditional outdoor gear, Beosound Explore is crafted to follow you for years on end.
LIGHTWEIGHT AT 631 G

* This BEOSOUND EXPLORE Speaker image is for illustration purpose only. Actual image may vary.
FLEXIBLE, WATERPROOF STRAP

* This BEOSOUND EXPLORE Speaker image is for illustration purpose only. Actual image may vary.
STRONG ALUMINIUM CARABINER

* This BEOSOUND EXPLORE Speaker image is for illustration purpose only. Actual image may vary.
GRAB-AND-GO SHAPE

* This BEOSOUND EXPLORE Speaker image is for illustration purpose only. Actual image may vary.
EASY, GLOVE-FRIENDLY BUTTONS

* This BEOSOUND EXPLORE Speaker image is for illustration purpose only. Actual image may vary.",20000.0,"₹20,000",,https://www.reliancedigital.in/medias/Bang-Olufsen-Explore-Multimedia-Speaker-493666774-i-1-1200Wx1200H-96Wx96H?context=bWFzdGVyfGltYWdlc3wzOTEwfGltYWdlL3BuZ3xpbWFnZXMvaDNlL2hlNy85OTY0OTI1MjIyOTQyLnBuZ3w2YjY3Mzg2Mjc3NDllMzcxZGM5ZTdmZmM4YmU2M2ZlNzVjZmU1YjI0Yjc0OWZiZGJjMzMzMmM0ODliYmY2MmQw,1677171951498
"Ambrane Evoke Cube Plus Bluetooth Speaker, Black",493666936,17,https://www.reliancedigital.in/ambrane-evoke-cube-plus-bluetooth-speaker-black/p/493666936,"




* This Ambrane Evoke Cube Plus Speaker image is for illustration purpose only. Actual image may vary.",599.0,₹599,"65%(₹1,100)",https://www.reliancedigital.in/medias/Ambrane-Evoke-Cube-Plus-Multimedia-Speaker-493666936-i-1-1200Wx1200H-96Wx96H?context=bWFzdGVyfGltYWdlc3wxOTY1NHxpbWFnZS9qcGVnfGltYWdlcy9oZTUvaDgxLzk5NzE3ODgzNDk0NzAuanBnfGQxMDhmZTY0YTNiMzVmNjcxOTE1MjE0NGMyZmIxNWVjMmNmZjNmYWI0N2FkZWMzZTUyOTNkNjU3ZjUyZjRjM2Q,1679043171641
"Ambrane Evoke Cube Plus Bluetooth Speaker, Red",493666938,17,https://www.reliancedigital.in/ambrane-evoke-cube-plus-bluetooth-speaker-red/p/493666938,"




* This Ambrane Evoke Cube Plus Speaker image is for illustration purpose only. Actual image may vary.",599.0,₹599,"65%(₹1,100)",https://www.reliancedigital.in/medias/Ambrane-Evoke-Cube-Plus-Multimedia-Speaker-493666938-i-1-1200Wx1200H-96Wx96H?context=bWFzdGVyfGltYWdlc3wyMDc4N3xpbWFnZS9qcGVnfGltYWdlcy9oYmYvaGMyLzk5NzE3ODgwMjE3OTAuanBnfGQyNmUyNzRmMDA3ZGIzYjQ2ZGJhODZlY2Q2NTBmODkxNmEzZWI2Mjk0N2RiODI4ODEzNWEwMzAwN2Q5YTc2ZDM,1679043281383
"Bang & Olufsen Beosound Explore Speaker, Green",493666772,17,https://www.reliancedigital.in/bang-olufsen-beosound-explore-speaker-green/p/493666772,"
* This BEOSOUND EXPLORE Speaker image is for illustration purpose only. Actual image may vary.

* This BEOSOUND EXPLORE Speaker image is for illustration purpose only. Actual image may vary.

* This BEOSOUND EXPLORE Speaker image is for illustration purpose only. Actual image may vary.

* This BEOSOUND EXPLORE Speaker image is for illustration purpose only. Actual image may vary.
Tough and weatherproof
Crafted for go-time
Plays for days
MADE TO LAST
When it's no walk in the park
Breaking new ground or walking the beaten path? It's all the same to the sturdy Beosound Explore. Inside the scratch-resistant, anodised aluminium shell, a vertical rib structure provides serious protection from bumps. We design and craft the speaker by hand in Denmark, because that's the only way we meet our strict standards.



* This BEOSOUND EXPLORE Speaker video is for illustration purpose only.
TRAVELLING COMPANION
Dunes. Glaciers. And beyond.
Bring your music into the wild. Beosound Explore is designed to perform under extremes, and it's just as intuitive to use as your other trusted gear. Clip it on your backpack or hang from your belt. Or lodge it in a cliff-side alcove. The rubber base keeps the speaker steady on most surfaces. Just grab it. And hit the trail.

* This BEOSOUND EXPLORE Speaker image is for illustration purpose only. Actual image may vary.
HIGH-PERFORMANCE BATTERY
Energy for the road
Beosound Explore takes you there and back again. With up to 27 hours of playtime, this speaker is ideal for those off-the-grid adventures where power is in short supply. And it never compromises on sound quality.



* This BEOSOUND EXPLORE Speaker video is for illustration purpose only.
DUST AND WATERPROOF
Brave the elements
Life on the road is wet. And sunny. And windy. And dirty. But with a fully dust and waterproof IP67 construction, Beosound Explore turns any environment into a playground. Just brush it off or wash it in a stream, then you're good to go again.



* This BEOSOUND EXPLORE Speaker video is for illustration purpose only.
CONNECTIVITY
Always connected
Wherever you go, music follows. The latest in Bluetooth and Fast Pairing means that your favourite tunes are never more than a tap away. The waterproof controls are glove-friendly and easy to use - even when fastened to your backpack.



* This BEOSOUND EXPLORE Speaker video is for illustration purpose only.
A seasoned traveller
Inspired by the sturdy simplicity of traditional outdoor gear, Beosound Explore is crafted to follow you for years on end.
LIGHTWEIGHT AT 631 G

* This BEOSOUND EXPLORE Speaker image is for illustration purpose only. Actual image may vary.
FLEXIBLE, WATERPROOF STRAP

* This BEOSOUND EXPLORE Speaker image is for illustration purpose only. Actual image may vary.
STRONG ALUMINIUM CARABINER

* This BEOSOUND EXPLORE Speaker image is for illustration purpose only. Actual image may vary.
GRAB-AND-GO SHAPE

* This BEOSOUND EXPLORE Speaker image is for illustration purpose only. Actual image may vary.
EASY, GLOVE-FRIENDLY BUTTONS

* This BEOSOUND EXPLORE Speaker image is for illustration purpose only. Actual image may vary.",20000.0,"₹20,000",,https://www.reliancedigital.in/medias/Bang-Olufsen-Explore-Multimedia-Speaker-493666772-i-1-1200Wx1200H-96Wx96H?context=bWFzdGVyfGltYWdlc3w3MzMzfGltYWdlL3BuZ3xpbWFnZXMvaGRkL2g2Mi85OTY0OTA4MzE0NjU0LnBuZ3w2NDcyNDQ4Y2YzYjIzODdiMjI4MzI4YTI2YmU1NWIyNjcwNzUzNDI5ZTA0MGU3YTA1YzE1MDc4NzQxNGU2ZjVl,1677241399974
"Bang & Olufsen Beosound A1 2nd Gen 2.1 Channel Speaker, Gold",493666771,17,https://www.reliancedigital.in/bang-olufsen-beosound-a1-2nd-gen-2-1-channel-speaker-gold/p/493666771,"
* This BEOSOUND A1 2ND GEN Speaker image is for illustration purpose only. Actual image may vary.
Perfectly portable
Size-defying sound
Call-ready
SIZE-DEFYING AUDIO
Sound you'll want to share
With enough volume to fill a room, Beosound A1 punches way above its size. It has the largest bass woofer you'll find in this type of compact speaker, delivering punchy low end and great dynamics. And its round shape spreads sound in every direction so everyone can tune in.

* This BEOSOUND A1 2ND GEN Speaker image is for illustration purpose only. Actual image may vary.
CLASS-LEADING BATTERY
Lots of time for play
With up to 18 hours of playtime, chances are you'll tap out before Beosound A1 does. Depending on volume level, this little speaker can keep the garden party or marathon meeting going for hours. Without missing a beat.

* This BEOSOUND A1 2ND GEN Speaker image is for illustration purpose only. Actual image may vary.
CRYSTAL CLARITY
Always on call
Three microphones - positioned at the top for greater clarity - make Beosound A1 the perfect speakerphone for catchups and meetings alike. And with Alexa Voice Assistant, it's now even easier to interact: pick a song, plan your day or check the weather without lifting a finger.

* This BEOSOUND A1 2ND GEN Speaker image is for illustration purpose only. Actual image may vary.
RELIABLE CONNECTION
No fuzzy business
Musical fidelity? It's all down to a seamless, solid connection. Beosound A1 features Bluetooth 5.1 technology, which means a better connection that uses less energy. And with Microsoft Swift Pair and Google Fast Pair, you connect even faster to your devices.

* This BEOSOUND A1 2ND GEN Speaker image is for illustration purpose only. Actual image may vary.
PARTNER IN SOUND
From the pool to the penthouse
Grab it and go. Or hang it on the wall. Beosound A1 has been specifically crafted to move with you and fit in just about anywhere. From cooking in the kitchen to cooking in the sun, the fully dust and waterproof IP67 construction means you don't have to worry about any of life's thrills or spills.

* This BEOSOUND A1 2ND GEN Speaker image is for illustration purpose only. Actual image may vary.
Elegance. On or off.
Brushed, perforated aluminium. High-grade water-repellent leather. And almost a century of craft. Beosound A1 is an enticing speaker design that manages to stand out while fitting in.
DURABLE ALUMINIUM SHELL

* This BEOSOUND A1 2ND GEN Speaker image is for illustration purpose only. Actual image may vary.
VERSATILE LEATHER STRAP

* This BEOSOUND A1 2ND GEN Speaker image is for illustration purpose only. Actual image may vary.
DISCRETE, INTUITIVE CONTROLS

* This BEOSOUND A1 2ND GEN Speaker image is for illustration purpose only. Actual image may vary.
HOME OFFICE
Your personal assistant
Make the most of your day. Beosound A1 is Microsoft Zoom Certified, which means that every aspect of online presence is faster, clearer and more intuitive. Add rich and immersive sound to the mix, and you've got the recipe for seamless and effective work sessions.

* This BEOSOUND A1 2ND GEN Speaker image is for illustration purpose only. Actual image may vary.",22500.0,"₹22,500","18%(₹5,000)",https://www.reliancedigital.in/medias/Bang-Olufsen-A1-2nd-Gen-Multimedia-Speaker-493666771-i-1-1200Wx1200H-96Wx96H?context=bWFzdGVyfGltYWdlc3w2NDI5fGltYWdlL3BuZ3xpbWFnZXMvaDQ3L2gxMy85OTY0OTA4NjQyMzM0LnBuZ3w1Y2FlZTYwZTkyYTE5ZTliNzkzODBiM2IzNTczMzczNWVmOGQzODVhOTIxMTE4OTA3Y2I4NmMzMjUwNTIzMTYw,1677171804052
"Bang & Olufsen Beosound Explore Speaker, Grey Mist",493666773,17,https://www.reliancedigital.in/bang-olufsen-beosound-explore-speaker-grey-mist/p/493666773,"
* This BEOSOUND EXPLORE Speaker image is for illustration purpose only. Actual image may vary.

* This BEOSOUND EXPLORE Speaker image is for illustration purpose only. Actual image may vary.

* This BEOSOUND EXPLORE Speaker image is for illustration purpose only. Actual image may vary.

* This BEOSOUND EXPLORE Speaker image is for illustration purpose only. Actual image may vary.
Tough and weatherproof
Crafted for go-time
Plays for days
MADE TO LAST
When it's no walk in the park
Breaking new ground or walking the beaten path? It's all the same to the sturdy Beosound Explore. Inside the scratch-resistant, anodised aluminium shell, a vertical rib structure provides serious protection from bumps. We design and craft the speaker by hand in Denmark, because that's the only way we meet our strict standards.



* This BEOSOUND EXPLORE Speaker video is for illustration purpose only.
TRAVELLING COMPANION
Dunes. Glaciers. And beyond.
Bring your music into the wild. Beosound Explore is designed to perform under extremes, and it's just as intuitive to use as your other trusted gear. Clip it on your backpack or hang from your belt. Or lodge it in a cliff-side alcove. The rubber base keeps the speaker steady on most surfaces. Just grab it. And hit the trail.

* This BEOSOUND EXPLORE Speaker image is for illustration purpose only. Actual image may vary.
HIGH-PERFORMANCE BATTERY
Energy for the road
Beosound Explore takes you there and back again. With up to 27 hours of playtime, this speaker is ideal for those off-the-grid adventures where power is in short supply. And it never compromises on sound quality.



* This BEOSOUND EXPLORE Speaker video is for illustration purpose only.
DUST AND WATERPROOF
Brave the elements
Life on the road is wet. And sunny. And windy. And dirty. But with a fully dust and waterproof IP67 construction, Beosound Explore turns any environment into a playground. Just brush it off or wash it in a stream, then you're good to go again.



* This BEOSOUND EXPLORE Speaker video is for illustration purpose only.
CONNECTIVITY
Always connected
Wherever you go, music follows. The latest in Bluetooth and Fast Pairing means that your favourite tunes are never more than a tap away. The waterproof controls are glove-friendly and easy to use - even when fastened to your backpack.



* This BEOSOUND EXPLORE Speaker video is for illustration purpose only.
A seasoned traveller
Inspired by the sturdy simplicity of traditional outdoor gear, Beosound Explore is crafted to follow you for years on end.
LIGHTWEIGHT AT 631 G

* This BEOSOUND EXPLORE Speaker image is for illustration purpose only. Actual image may vary.
FLEXIBLE, WATERPROOF STRAP

* This BEOSOUND EXPLORE Speaker image is for illustration purpose only. Actual image may vary.
STRONG ALUMINIUM CARABINER

* This BEOSOUND EXPLORE Speaker image is for illustration purpose only. Actual image may vary.
GRAB-AND-GO SHAPE

* This BEOSOUND EXPLORE Speaker image is for illustration purpose only. Actual image may vary.
EASY, GLOVE-FRIENDLY BUTTONS

* This BEOSOUND EXPLORE Speaker image is for illustration purpose only. Actual image may vary.",20000.0,"₹20,000",,https://www.reliancedigital.in/medias/Bang-Olufsen-Explore-Multimedia-Speaker-493666773-i-1-1200Wx1200H-96Wx96H?context=bWFzdGVyfGltYWdlc3w4NDYzfGltYWdlL3BuZ3xpbWFnZXMvaDQ2L2hlNi85OTY0OTA3OTg2OTc0LnBuZ3xjNWNmYjhkYzhhNWU0NjExNzcxYjkzNGNiYmU0MDUwYjk2MTJiOGMzMjIyNWMxMjRjNTI4NzI2OGFiNDNlMmJj,1677171879710
"Saregama Carvaan Gold Hindi SC130 Bluetooth Speaker with 5000 Pre-Loaded Songs, Rose Gold",493071773,17,https://www.reliancedigital.in/saregama-carvaan-gold-hindi-sc130-bluetooth-speaker-with-5000-pre-loaded-songs-rose-gold/p/493071773,"
* This Saregama Carvaan Gold Speaker image is for illustration purpose only. Actual image may vary.
Description
A beautiful metallic body, a treasure trove of 5000 old Hindi songs and crystal clear sound, bring home the Saregama Carvaan Gold with iconic Harman Chardon sound.
The 5000 pre-loaded songs are categorized into stations based on lyricists, actors, singers, music composers, specials. Each music station can be selected by turning a jog-dial. With the turn of a knob switch from Kishore Kumar classics, to R.D Burman's pulsating hits, to songs picturised on the angry young man - Amitabh Bachchan and other legends of Hindi Cinema. In addition, you can enjoy an array of specially curated stations like Romance, Sad, Gurbani, Kapoors, Ghazal, Bhakti and many more. Carvaan Gold also houses Ameen Sayani's Geetmala countdown collection spanning 50 years.

* This Saregama Carvaan Gold Speaker image is for illustration purpose only. Actual image may vary.

* This Saregama Carvaan Gold Speaker image is for illustration purpose only. Actual image may vary.

* This Saregama Carvaan Gold Speaker image is for illustration purpose only. Actual image may vary.
You can also enjoy your personal collection of songs by plugging in a USB drive. Alternatively, you can connect your phone or tablet to Carvaan Gold using Bluetooth or an AUX IN cable. Carvaan Gold also has AM/FM making it the go to music system in your home.
Download the 'Saregama Carvaan' app on your Android or iOS mobile phone to view the entire list of 5000 songs on Carvaan Gold, search a song, artiste or album and create playlists with your favourite songs. Carvaan Gold works on a rechargeable battery that lasts for approximately 5 hours.
With its premium retro look, extensive content library, and ease-of-use, Saregama Carvaan Gold with sound by Harman Chardon is the perfect gift to buy for yourself or your loved ones.

* This Saregama Carvaan Gold Speaker image is for illustration purpose only. Actual image may vary.

* This Saregama Carvaan Gold Speaker image is for illustration purpose only. Actual image may vary.

* This Saregama Carvaan Gold Speaker image is for illustration purpose only. Actual image may vary.

* This Saregama Carvaan Gold Speaker image is for illustration purpose only. Actual image may vary.",11990.0,"₹11,990",,https://www.reliancedigital.in/medias/Saregama-SC130-Multimedia-Speakers-493071773-i-1-1200Wx1200H-96Wx96H?context=bWFzdGVyfGltYWdlc3wyNTg0M3xpbWFnZS9qcGVnfGltYWdlcy9oNTAvaGVmLzk5NDExOTI4MDIzMzQuanBnfDEzYTQyNDM1YjQ2MmUxZjNmMjNjNDJjY2E4ZTYyNDc1YThhNTFlZTYwZDNhYzQwZmFlMThjN2FkMzI1M2NlMDA,1673011071136
"Saregama Carvaan Gold Hindi SC130 Bluetooth Speaker with 5000 Pre-Loaded Songs, Wine Gold",493071774,17,https://www.reliancedigital.in/saregama-carvaan-gold-hindi-sc130-bluetooth-speaker-with-5000-pre-loaded-songs-wine-gold/p/493071774,"
* This Saregama Carvaan Gold Speaker image is for illustration purpose only. Actual image may vary.
Description
A beautiful metallic body, a treasure trove of 5000 old Hindi songs and crystal clear sound, bring home the Saregama Carvaan Gold with iconic Harman Chardon sound.
The 5000 pre-loaded songs are categorized into stations based on lyricists, actors, singers, music composers, specials. Each music station can be selected by turning a jog-dial. With the turn of a knob switch from Kishore Kumar classics, to R.D Burman's pulsating hits, to songs picturised on the angry young man - Amitabh Bachchan and other legends of Hindi Cinema. In addition, you can enjoy an array of specially curated stations like Romance, Sad, Gurbani, Kapoors, Ghazal, Bhakti and many more. Carvaan Gold also houses Ameen Sayani's Geetmala countdown collection spanning 50 years.

* This Saregama Carvaan Gold Speaker image is for illustration purpose only. Actual image may vary.

* This Saregama Carvaan Gold Speaker image is for illustration purpose only. Actual image may vary.

* This Saregama Carvaan Gold Speaker image is for illustration purpose only. Actual image may vary.
You can also enjoy your personal collection of songs by plugging in a USB drive. Alternatively, you can connect your phone or tablet to Carvaan Gold using Bluetooth or an AUX IN cable. Carvaan Gold also has AM/FM making it the go to music system in your home.
Download the 'Saregama Carvaan' app on your Android or iOS mobile phone to view the entire list of 5000 songs on Carvaan Gold, search a song, artiste or album and create playlists with your favourite songs. Carvaan Gold works on a rechargeable battery that lasts for approximately 5 hours.
With its premium retro look, extensive content library, and ease-of-use, Saregama Carvaan Gold with sound by Harman Chardon is the perfect gift to buy for yourself or your loved ones.

* This Saregama Carvaan Gold Speaker image is for illustration purpose only. Actual image may vary.

* This Saregama Carvaan Gold Speaker image is for illustration purpose only. Actual image may vary.

* This Saregama Carvaan Gold Speaker image is for illustration purpose only. Actual image may vary.

* This Saregama Carvaan Gold Speaker image is for illustration purpose only. Actual image may vary.",11990.0,"₹11,990",,https://www.reliancedigital.in/medias/Saregama-SC130-Multimedia-Speakers-493071774-i-1-1200Wx1200H-96Wx96H?context=bWFzdGVyfGltYWdlc3wyNDcxNnxpbWFnZS9qcGVnfGltYWdlcy9oMWEvaDEzLzk5NDExOTM3ODUzNzQuanBnfDNiYWExMjc3OGM2M2U1M2M0YTk1ODhmM2M4MTgxNWFiNmU0ZWUwZTYzNjQyY2QwYzFmYTYyYjk3NDNkMWE0ZGU,1673011170899
"Saregama Carvaan Premium Hindi SC230 Bluetooth Speaker, Cherrywood Red",493071778,17,https://www.reliancedigital.in/saregama-carvaan-premium-hindi-sc230-bluetooth-speaker-cherrywood-red/p/493071778,"





* This Saregama Carvaan Premium Speaker image is for illustration purpose only. Actual image may vary.",7390.0,"₹7,390",,https://www.reliancedigital.in/medias/Saregama-SC230-Multimedia-Speakers-493071778-i-1-1200Wx1200H-96Wx96H?context=bWFzdGVyfGltYWdlc3wyMjc3M3xpbWFnZS9qcGVnfGltYWdlcy9oNDIvaGRmLzk5NDE0MDE4NjIxNzQuanBnfGU3YzVkMThiZTc1ODE4ZWM2OWMzMDMwYzg2MzRlMjQxMGM5ODEyMGQxMDIyYzQzZDQ1MmJlZTdhM2YyOTVhZTU,1673011642413
